File,MAE
traindata/E1.csv,0.0363908445702752
traindata/E2.csv,0.01095458533916794
traindata/E3.csv,0.011390926713855273
traindata/E4.csv,0.01126866804450652
traindata/E5.csv,0.011231969000474719
traindata/E6.csv,0.0116027180349375
traindata/E7.csv,0.011354685362425435
traindata/E8.csv,0.011441100676968644
traindata/E9.csv,0.011648768625013916
traindata/E10.csv,0.01128978146598531
traindata/E11.csv,0.0285880747734605
traindata/E12.csv,0.010729195427377623
traindata/E13.csv,0.011132202059138147
traindata/E14.csv,0.011246761532389158
traindata/E15.csv,0.011407598795032965
traindata/E16.csv,0.011241547520160964
traindata/E17.csv,0.011364499751526386
traindata/E18.csv,0.011226726667660777
traindata/E19.csv,0.011355947395722179
traindata/E20.csv,0.011325492794227971
traindata/E21.csv,0.02861238417739155
traindata/E22.csv,0.010810872770610987
traindata/E23.csv,0.010991887677532458
traindata/E24.csv,0.011052519893940266
traindata/E25.csv,0.011223427280608263
traindata/E26.csv,0.011199286168947133
traindata/E27.csv,0.011169071080693574
traindata/E28.csv,0.01134752504944728
traindata/E29.csv,0.011353621637945802
traindata/E30.csv,0.011400814246953299
traindata/E31.csv,0.028591341967915924
traindata/E32.csv,0.010722551037579799
traindata/E33.csv,0.011060391114118147
traindata/E34.csv,0.011265422235909357
traindata/E35.csv,0.011301088230964181
traindata/E36.csv,0.011415256251155002
traindata/E37.csv,0.011225988326745507
traindata/E38.csv,0.011363062630402862
traindata/E39.csv,0.01127990670637767
traindata/E40.csv,0.011292505488273985
traindata/E41.csv,0.028529715695379012
traindata/E42.csv,0.010993312876554532
traindata/E43.csv,0.011048032817059805
traindata/E44.csv,0.011096069203319242
traindata/E45.csv,0.011216973467430688
traindata/E46.csv,0.011454837482515476
traindata/E47.csv,0.01134490003276044
traindata/E48.csv,0.011373850197484929
traindata/E49.csv,0.011443555016233864
traindata/E50.csv,0.011378380029164468
traindata/E51.csv,0.02841530195327979
traindata/E52.csv,0.010754716627359565
traindata/E53.csv,0.011197993242579298
traindata/E54.csv,0.011245041601160443
traindata/E55.csv,0.011516007085317746
traindata/E56.csv,0.011332238814141
traindata/E57.csv,0.011375339760044692
traindata/E58.csv,0.01129273353078082
traindata/E59.csv,0.011466016555370521
traindata/E60.csv,0.011366759189693314
traindata/E61.csv,0.028614711774324068
traindata/E62.csv,0.010676059659562273
traindata/E63.csv,0.011128775057505527
traindata/E64.csv,0.011442978758742008
traindata/E65.csv,0.011323910475152462
traindata/E66.csv,0.01132137397708402
traindata/E67.csv,0.01135859736453598
traindata/E68.csv,0.011355390032705751
traindata/E69.csv,0.01153500732883319
traindata/E70.csv,0.011400948946584024
traindata/E71.csv,0.028425140999354694
traindata/E72.csv,0.010754703478531793
traindata/E73.csv,0.011113984131709945
traindata/E74.csv,0.011281433567393638
traindata/E75.csv,0.011285610540292213
traindata/E76.csv,0.011458567367768248
traindata/E77.csv,0.011312216627914744
traindata/E78.csv,0.011386571039495141
traindata/E79.csv,0.011389678388379263
traindata/E80.csv,0.011337542056107928
traindata/E81.csv,0.0286639216585038
traindata/E82.csv,0.010861771518065574
traindata/E83.csv,0.01097183436645518
traindata/E84.csv,0.011072436011276695
traindata/E85.csv,0.011353462609800143
traindata/E86.csv,0.011302301889725294
traindata/E87.csv,0.011231148930139214
traindata/E88.csv,0.011095751078619856
traindata/E89.csv,0.011329978622755085
traindata/E90.csv,0.01134202794691906
traindata/E91.csv,0.028709071362404272
traindata/E92.csv,0.010697718810939671
traindata/E93.csv,0.011172680459838229
traindata/E94.csv,0.011309041471612736
traindata/E95.csv,0.011208522752599329
traindata/E96.csv,0.01147736437245604
traindata/E97.csv,0.01129200003695669
traindata/E98.csv,0.01151871593947245
traindata/E99.csv,0.011290644369572849
traindata/E100.csv,0.011556823850210717
